name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,song_label,PC1,PC2,cluster,cluster_name
"Zaide, K. 344: Act I: Dieser ohnmächtige, kraftlose, matte Gomatz (Zwischentext)",['Tobias Moretti'],0.61,0.146,-29.946,0.953,0.836,0.0,0.7659999999999999,0.415,89.221,2006,"Zaide, K. 344: Act I: Dieser ohnmächtige, kraftlose, matte Gomatz (Zwischentext) - ['Tobias Moretti']",-0.1894368,0.13851528,7,Live Performances
Killers Suite,['Rolfe Kent'],0.305,0.66,-10.079,0.039,0.0261,0.433,0.0896,0.16,83.73100000000002,2010,Killers Suite - ['Rolfe Kent'],-0.07093913,-0.6285809,5,Dark Electronic Instrumental
Could I Borrow That Arrow,['Still On The Hill'],0.583,0.185,-17.204,0.032,0.883,0.000162,0.128,0.3989999999999999,99.997,2002,Could I Borrow That Arrow - ['Still On The Hill'],-0.65509695,0.6928772,0,Calm Acoustic
Call You Home - Acoustic,['Kelvin Jones'],0.4,0.362,-7.011,0.0301,0.884,0.0625,0.108,0.256,81.575,2016,Call You Home - Acoustic - ['Kelvin Jones'],-0.43503195,0.14723699,0,Calm Acoustic
Lady Gresham,['Original Soundtrack'],0.271,0.0971,-16.705,0.0351,0.973,0.936,0.106,0.17,95.119,2007,Lady Gresham - ['Original Soundtrack'],-0.9657866,-0.18529563,6,Ambient / Classical
Come All Ye Shepherds,['Kim Robertson'],0.34,0.0532,-22.425,0.0358,0.965,0.907,0.1159999999999999,0.157,68.41199999999999,1994,Come All Ye Shepherds - ['Kim Robertson'],-0.95604837,0.012915548,6,Ambient / Classical
Tell Him,['Sonny & Cher'],0.4679999999999999,0.936,-7.387,0.0538,0.2339999999999999,0.0,0.0883,0.441,171.14700000000005,2019,Tell Him - ['Sonny & Cher'],0.58244646,-0.33475506,1,Energetic Electronic
Matrix of Perfection,['Servotron'],0.45,0.825,-6.937,0.0344,0.064,0.0541,0.3229999999999999,0.733,99.589,2016,Matrix of Perfection - ['Servotron'],0.6983103,-0.07338127,2,Dance Pop
Chatting with the Song Bird (Tro Chuyen Cung Chim Khuyen),['Tran Manh Tuan'],0.514,0.296,-13.288,0.0323,0.792,0.945,0.108,0.336,120.141,2006,Chatting with the Song Bird (Tro Chuyen Cung Chim Khuyen) - ['Tran Manh Tuan'],-0.7177236,-0.08898943,6,Ambient / Classical
Are You Sure Hank Done It This Way,['Waylon Jennings'],0.779,0.627,-12.044,0.0271,0.415,0.162,0.0608,0.723,113.311,1979,Are You Sure Hank Done It This Way - ['Waylon Jennings'],0.20925064,0.5512402,4,Acoustic Pop
Daddy's Got a Secret,['DRUGS: The Prescription for Mis-America'],0.6809999999999999,0.609,-6.809,0.0862,0.0969,0.0,0.0722,0.6920000000000001,82.844,2004,Daddy's Got a Secret - ['DRUGS: The Prescription for Mis-America'],0.5761498,0.486252,2,Dance Pop
Losing Me,['John Paul White'],0.441,0.54,-8.408999999999999,0.0298,0.00457,4.44e-06,0.352,0.346,141.958,2008,Losing Me - ['John Paul White'],0.46727267,-0.43213457,1,Energetic Electronic
Shallow Grave,['The Route 66 Killers'],0.5539999999999999,0.267,-17.73,0.0688,0.5589999999999999,0.539,0.103,0.691,129.378,2003,Shallow Grave - ['The Route 66 Killers'],-0.41959757,0.43867874,4,Acoustic Pop
Get There,['Lori Carson'],0.517,0.0404,-16.365,0.0607,0.973,0.0,0.0888,0.33,114.678,2012,Get There - ['Lori Carson'],-0.7239417,0.49243975,0,Calm Acoustic
Norway's Melodies: 4. Sjugurd og trollbura fra Hallingdal (Sjugurd and the Troll-Bride from Hallingdal),"['Edvard Grieg', 'Einar Steen-Nøkleberg']",0.593,0.00187,-37.55,0.14,0.995,0.941,0.0999,0.475,80.327,1995,"Norway's Melodies: 4. Sjugurd og trollbura fra Hallingdal (Sjugurd and the Troll-Bride from Hallingdal) - ['Edvard Grieg', 'Einar Steen-Nøkleberg']",-0.79004854,0.30073673,6,Ambient / Classical
"Quiks Groove (The One) [feat. DJ Quik, Sevyn Streeter & Micah]","['The Game', 'Sevyn Streeter', 'Micah', 'DJ Quik']",0.799,0.7070000000000001,-4.716,0.267,0.312,0.0,0.109,0.6609999999999999,104.903,2016,"Quiks Groove (The One) [feat. DJ Quik, Sevyn Streeter & Micah] - ['The Game', 'Sevyn Streeter', 'Micah', 'DJ Quik']",0.6219814,0.39423007,2,Dance Pop
"3 Romanzen, Op. 22: No. 2. Allegretto","['Clara Schumann', 'Jennifer Pike', 'Tom Poster']",0.297,0.0341,-27.501,0.049,0.972,0.000783,0.0929,0.159,95.859,2013,"3 Romanzen, Op. 22: No. 2. Allegretto - ['Clara Schumann', 'Jennifer Pike', 'Tom Poster']",-0.87877935,0.15348713,0,Calm Acoustic
The Same Thing Could Happen To You,"['Steve Marriner', 'Sue Foley']",0.52,0.91,-3.845,0.0501,0.287,2.83e-06,0.356,0.932,143.766,2007,"The Same Thing Could Happen To You - ['Steve Marriner', 'Sue Foley']",0.7689709,0.08513355,2,Dance Pop
Glass and Spiders - Solvent Remix,['Lowfish'],0.8009999999999999,0.4379999999999999,-15.393,0.0544,0.000598,0.905,0.0673,0.8170000000000001,128.7,2000,Glass and Spiders - Solvent Remix - ['Lowfish'],0.16423461,0.2201894,3,Instrumental Energy
Oh Yeah,['Poco'],0.603,0.396,-14.032,0.0641,0.1969999999999999,3.34e-06,0.0775,0.522,73.571,1969,Oh Yeah - ['Poco'],-0.06760821,0.39734048,4,Acoustic Pop
Que Se Te Olvido,['Pedro Jesus'],0.757,0.847,-4.026,0.0377,0.629,8.01e-05,0.0779,0.847,92.881,2006,Que Se Te Olvido - ['Pedro Jesus'],0.5388368,0.59268606,2,Dance Pop
"Symphony No. 4 in F Minor, Op. 36: II. Andantino in modo di canzona","['Pyotr Ilyich Tchaikovsky', 'Oslo Philharmonic Orchestra', 'Mariss Jansons']",0.0637,0.0252,-23.631,0.0507,0.94,0.595,0.0886,0.0379,59.977,1985,"Symphony No. 4 in F Minor, Op. 36: II. Andantino in modo di canzona - ['Pyotr Ilyich Tchaikovsky', 'Oslo Philharmonic Orchestra', 'Mariss Jansons']",-0.9078225,-0.090115055,6,Ambient / Classical
BETTER - Instrumental,['TWICE'],0.7340000000000001,0.647,-7.416,0.042,1.04e-05,0.762,0.316,0.522,125.008,2020,BETTER - Instrumental - ['TWICE'],0.47314802,-0.22718422,3,Instrumental Energy
Mr. Lopez,['Q-Unique'],0.3670000000000001,0.851,-6.022,0.645,0.103,0.0,0.358,0.247,60.06100000000001,2010,Mr. Lopez - ['Q-Unique'],0.1865445,-0.16819535,7,Live Performances
"My God Is so Great, So Strong and so Mighty",['Sing n Play'],0.585,0.1669999999999999,-15.098,0.0318,0.745,2.56e-06,0.251,0.436,146.89,2014,"My God Is so Great, So Strong and so Mighty - ['Sing n Play']",-0.34469154,0.40502423,0,Calm Acoustic
Entorno,['Gatillazo'],0.425,0.966,-5.447,0.059,4.4299999999999986e-05,0.000137,0.145,0.635,153.928,2013,Entorno - ['Gatillazo'],0.7857855,-0.29880816,1,Energetic Electronic
The Taboo,['Moonshake'],0.5429999999999999,0.387,-19.223,0.0388,0.496,0.357,0.6940000000000001,0.457,79.99,1996,The Taboo - ['Moonshake'],-0.27798015,0.101744905,7,Live Performances
Holiday,['Zipgun'],0.336,0.949,-4.418,0.0424,4.24e-06,0.8690000000000001,0.455,0.386,134.17700000000002,1993,Holiday - ['Zipgun'],0.28609902,-0.67676395,5,Dark Electronic Instrumental
Beethoven,"['Gerald Barry', 'Thomas Adès', 'Britten Sinfonia']",0.379,0.185,-16.77,0.0586,0.977,0.0932,0.218,0.175,75.689,2020,"Beethoven - ['Gerald Barry', 'Thomas Adès', 'Britten Sinfonia']",-0.75966483,0.14227371,0,Calm Acoustic
ABDUCTED 2020 - ASEITY EXTENDED REBOTTLED,"['DJ Soul Slinger', 'Aseity']",0.5820000000000001,0.912,-4.744,0.168,0.185,0.64,0.687,0.214,173.987,2019,"ABDUCTED 2020 - ASEITY EXTENDED REBOTTLED - ['DJ Soul Slinger', 'Aseity']",0.3658349,-0.5514919,7,Live Performances
Hard To Get,['The Rubinoos'],0.598,0.7509999999999999,-6.428999999999999,0.0519,0.573,0.0,0.348,0.958,116.115,2004,Hard To Get - ['The Rubinoos'],0.5714561,0.47161192,4,Acoustic Pop
Labor of Love,"[""Kash'd Out""]",0.777,0.8140000000000001,-6.385,0.0626,0.00782,1.24e-06,0.214,0.7390000000000001,90.994,2014,"Labor of Love - [""Kash'd Out""]",0.77499294,0.32628745,2,Dance Pop
"2 Marchen, Op. 14: No. 1. Ophelia's Song","['Nikolai Medtner', 'Geoffrey Tozer']",0.411,0.0209,-27.659,0.1009999999999999,0.995,0.897,0.0995,0.113,71.598,1998,"2 Marchen, Op. 14: No. 1. Ophelia's Song - ['Nikolai Medtner', 'Geoffrey Tozer']",-0.9633698,0.06164787,6,Ambient / Classical
Crazy Mama - Live,['Rick Danko'],0.601,0.7659999999999999,-5.572,0.0334,0.188,0.135,0.679,0.7190000000000001,104.298,1999,Crazy Mama - Live - ['Rick Danko'],0.4925355,0.043276824,7,Live Performances
Born Too Late,['Tav Falco & Panther Burns'],0.578,0.6579999999999999,-6.942,0.0338,0.519,9.65e-05,0.165,0.52,125.159,2015,Born Too Late - ['Tav Falco & Panther Burns'],0.5820091,0.26441842,2,Dance Pop
Cheatin' On You,['Taj Mahal'],0.8059999999999999,0.7659999999999999,-6.407,0.0576,0.13,0.0,0.314,0.887,123.437,1996,Cheatin' On You - ['Taj Mahal'],0.73615336,0.42910928,2,Dance Pop
Yellow Brick Road,['Julie Rains'],0.532,0.19,-10.969,0.0368,0.8490000000000001,1.1e-05,0.111,0.0631,127.775,2009,Yellow Brick Road - ['Julie Rains'],-0.56719464,0.15404125,0,Calm Acoustic
The Charm of Splendor,['Curtis Macdonald'],0.6579999999999999,0.4270000000000001,-11.768,0.0413,0.721,0.8420000000000001,0.0874,0.46,99.995,2020,The Charm of Splendor - ['Curtis Macdonald'],-0.3286369,0.13771522,3,Instrumental Energy
Love Is Strange,['Mickey & Sylvia'],0.635,0.534,-11.216,0.0311,0.648,3.64e-06,0.0896,0.784,121.486,2012,Love Is Strange - ['Mickey & Sylvia'],0.28955272,0.7439332,4,Acoustic Pop
Is It My Body',['Mutant Monster Beach Party'],0.52,0.733,-7.557,0.0501,0.00541,4.36e-06,0.256,0.598,118.028,2010,Is It My Body' - ['Mutant Monster Beach Party'],0.86019236,-0.06897546,2,Dance Pop
This Isn't a Man,['Lexlabs'],0.542,0.462,-14.39,0.0364,0.0003549999999999,0.903,0.115,0.713,159.97,2012,This Isn't a Man - ['Lexlabs'],0.13324504,-0.23627514,3,Instrumental Energy
Intro,['Vassilis Tzavaras'],0.439,0.113,-19.846,0.135,0.878,0.727,0.103,0.314,106.8,2013,Intro - ['Vassilis Tzavaras'],-0.9205875,0.05617504,6,Ambient / Classical
New Life,['Steven Gores'],0.382,0.129,-20.813,0.0408,0.952,0.901,0.118,0.183,113.009,2007,New Life - ['Steven Gores'],-0.9840879,-0.118904345,6,Ambient / Classical
Nine Good Fingers,['White Whale'],0.523,0.7979999999999999,-7.213999999999999,0.0313,0.0187,0.138,0.0695,0.488,130.05100000000002,2006,Nine Good Fingers - ['White Whale'],0.73728555,-0.21184151,1,Energetic Electronic
The Gift We Give (feat. Grant Norman & Mary Stout),"['Broadway Cast of Beauty and the Beast', 'Grant Norman', 'Mary Stout']",0.428,0.298,-10.883,0.0304,0.669,2.12e-05,0.0788,0.239,76.675,2005,"The Gift We Give (feat. Grant Norman & Mary Stout) - ['Broadway Cast of Beauty and the Beast', 'Grant Norman', 'Mary Stout']",-0.5300053,0.26607633,0,Calm Acoustic
Return,['Suffering And The Hideous Thieves'],0.5539999999999999,0.727,-8.908999999999997,0.03,0.12,0.8340000000000001,0.123,0.624,113.927,2008,Return - ['Suffering And The Hideous Thieves'],0.34185266,-0.2563579,3,Instrumental Energy
Out for Love,['Crystal Pride'],0.521,0.7290000000000001,-10.537,0.0438,0.0217,6.16e-06,0.285,0.449,122.721,1985,Out for Love - ['Crystal Pride'],0.41527128,-0.0457057,1,Energetic Electronic
Cold & Wet,"['Bonnie ""Prince"" Billy']",0.516,0.222,-13.604,0.12,0.922,0.296,0.1009999999999999,0.426,82.416,2006,"Cold & Wet - ['Bonnie ""Prince"" Billy']",-0.7187499,0.5468679,0,Calm Acoustic
It Came Upon A Midnight Clear,['José Feliciano'],0.363,0.174,-16.68,0.0328,0.892,0.809,0.106,0.36,111.909,2002,It Came Upon A Midnight Clear - ['José Feliciano'],-0.93770486,-0.029384673,6,Ambient / Classical
Love Is the Medicine,['Coloured Stone'],0.593,0.925,-9.001,0.0441,0.00327,0.0142,0.0947,0.456,128.255,1997,Love Is the Medicine - ['Coloured Stone'],0.69263595,-0.071080945,1,Energetic Electronic
Overside,['Jairo Catelo'],0.807,0.805,-8.137,0.0537,0.0001909999999999,0.892,0.0441,0.365,125.012,2013,Overside - ['Jairo Catelo'],0.37494025,-0.21869555,3,Instrumental Energy
Cutlass,['Colossal Trailer Music'],0.421,0.866,-7.434,0.0549,0.00139,0.8759999999999999,0.128,0.354,149.964,2016,Cutlass - ['Colossal Trailer Music'],0.3156113,-0.75911784,5,Dark Electronic Instrumental
Rocky Shore,['Albert and Gage'],0.6779999999999999,0.507,-6.9239999999999995,0.0277,0.3670000000000001,0.0,0.141,0.6509999999999999,117.927,2005,Rocky Shore - ['Albert and Gage'],0.57508475,0.63464457,2,Dance Pop
Buena Malicia,['Carla Morrison'],0.335,0.0598,-16.278,0.0375,0.87,0.0,0.089,0.16,173.759,2010,Buena Malicia - ['Carla Morrison'],-0.58894813,-0.048536573,0,Calm Acoustic
Empty Day,['George Faber'],0.461,0.166,-12.996,0.0451,0.684,0.0102,0.0867,0.254,143.769,2008,Empty Day - ['George Faber'],-0.5286014,0.15398526,0,Calm Acoustic
Telegenix,['The Smashing Pumpkins'],0.677,0.74,-9.815,0.0542,0.00248,0.0054,0.331,0.43,138.007,2020,Telegenix - ['The Smashing Pumpkins'],0.7116424,-0.13136403,2,Dance Pop
Semi Auto Eclipse,['Elemental'],0.797,0.932,-6.1270000000000024,0.2189999999999999,0.298,0.0,0.103,0.847,100.097,2006,Semi Auto Eclipse - ['Elemental'],0.70199317,0.45008403,2,Dance Pop
St. Elmos Fire (Man In Motion),['John Parr'],0.612,0.6,-10.945,0.0327,0.15,3.04e-06,0.222,0.471,111.203,2017,St. Elmos Fire (Man In Motion) - ['John Parr'],0.5989603,0.13506752,2,Dance Pop
Locust Reign,['Converge'],0.326,0.948,-4.125,0.183,0.00016,0.0,0.54,0.37,130.607,1999,Locust Reign - ['Converge'],0.51979685,-0.47610617,7,Live Performances
That Spaceship Gave Me Zits and a Rash [Battletoads],['The OneUps'],0.6679999999999999,0.7140000000000001,-7.894,0.0466,0.0020399999999999,0.865,0.0647,0.593,95.0,2012,That Spaceship Gave Me Zits and a Rash [Battletoads] - ['The OneUps'],0.35170734,-0.110788226,3,Instrumental Energy
Patapsagogo,['The Diamondheads'],0.42,0.7929999999999999,-7.572,0.0321,0.0918,0.29,0.308,0.805,162.666,2006,Patapsagogo - ['The Diamondheads'],0.63369113,-0.24905689,1,Energetic Electronic
Corpo E Alma,['JUDAS'],0.833,0.3879999999999999,-8.51,0.143,0.45,6.34e-06,0.133,0.225,125.026,2018,Corpo E Alma - ['JUDAS'],0.19821244,0.32380658,2,Dance Pop
Je te le jure,['Marie-Élaine Thibert'],0.349,0.424,-8.231,0.0352,0.472,7.64e-05,0.1119999999999999,0.258,146.929,2004,Je te le jure - ['Marie-Élaine Thibert'],-0.11287099,-0.28068244,1,Energetic Electronic
Lies To Me,['54-40'],0.503,0.871,-4.296,0.0344,0.00013,0.0,0.118,0.6409999999999999,129.42600000000002,2003,Lies To Me - ['54-40'],0.82399297,-0.07719898,1,Energetic Electronic
Swinging,['Daniel Davis'],0.352,0.103,-20.594,0.0465,0.735,0.745,0.122,0.0597,118.668,2006,Swinging - ['Daniel Davis'],-0.9758654,-0.25112906,6,Ambient / Classical
BlackHole,['Cherry Pickles'],0.364,0.905,-8.589,0.0529,2.99e-05,0.921,0.0584,0.4479999999999999,78.812,2020,BlackHole - ['Cherry Pickles'],0.15225789,-0.5136573,5,Dark Electronic Instrumental
Million Dollar Dreams,['Sony Holland'],0.494,0.4970000000000001,-8.302,0.0373,0.669,0.0,0.145,0.493,133.043,2009,Million Dollar Dreams - ['Sony Holland'],0.13696794,0.3553809,4,Acoustic Pop
"Symphony No. 5 in D Minor, Op. 47: II. Allegretto","['Dmitri Shostakovich', 'Royal Scottish National Orchestra', 'Neeme Järvi']",0.401,0.0865,-21.269,0.0453,0.943,0.434,0.0969999999999999,0.369,146.109,1989,"Symphony No. 5 in D Minor, Op. 47: II. Allegretto - ['Dmitri Shostakovich', 'Royal Scottish National Orchestra', 'Neeme Järvi']",-0.7936252,0.17070669,6,Ambient / Classical
Der Rebbe,"['Andy Statman', 'David Grisman']",0.439,0.271,-15.278,0.0751,0.58,0.174,0.106,0.355,142.684,1995,"Der Rebbe - ['Andy Statman', 'David Grisman']",-0.54020333,0.13364644,0,Calm Acoustic
Carolina Peach,['The California Honeydrops'],0.6970000000000001,0.529,-8.98,0.109,0.504,3.34e-05,0.222,0.733,115.75,2013,Carolina Peach - ['The California Honeydrops'],0.53982294,0.70688903,2,Dance Pop
Veri on vettä sakeampaa,['Mariska & Pahat Sudet'],0.6709999999999999,0.7190000000000001,-5.6739999999999995,0.0323,0.201,7.85e-05,0.1689999999999999,0.502,128.05,2012,Veri on vettä sakeampaa - ['Mariska & Pahat Sudet'],0.82043445,0.13657892,2,Dance Pop
La Bohème: Act I: Pensier profondo!,"['Giacomo Puccini', 'Plácido Domingo', 'Sherrill Milnes', 'Ruggero Raimondi', 'Sir Georg Solti']",0.332,0.119,-17.844,0.0497,0.984,0.0006129999999999,0.146,0.242,87.911,1974,"La Bohème: Act I: Pensier profondo! - ['Giacomo Puccini', 'Plácido Domingo', 'Sherrill Milnes', 'Ruggero Raimondi', 'Sir Georg Solti']",-0.6767453,0.2754516,0,Calm Acoustic
One More Minute,"['""Weird Al"" Yankovic']",0.733,0.653,-8.693999999999999,0.0317,0.477,0.0,0.213,0.371,115.86,2009,"One More Minute - ['""Weird Al"" Yankovic']",0.47127268,0.38821828,2,Dance Pop
Amusements,['Ed Rome'],0.5489999999999999,0.5539999999999999,-9.922,0.0359,0.6779999999999999,0.0528,0.12,0.638,137.612,2013,Amusements - ['Ed Rome'],0.26399294,0.46774572,4,Acoustic Pop
"Magnificat in D Major, BWV 243: Aria: Et exsultavit spiritus meus (Soprano)","['Johann Sebastian Bach', 'Emma Kirkby', 'Tessa Bonner', 'Michael Chance', 'John Mark Ainsley', 'Stephen Varcoe', 'Collegium Musicum 90 Chorus', 'Collegium Musicum 90', 'Richard Hickox']",0.429,0.0845,-21.573,0.0467,0.97,0.0001149999999999,0.0958,0.441,132.44799999999998,1991,"Magnificat in D Major, BWV 243: Aria: Et exsultavit spiritus meus (Soprano) - ['Johann Sebastian Bach', 'Emma Kirkby', 'Tessa Bonner', 'Michael Chance', 'John Mark Ainsley', 'Stephen Varcoe', 'Collegium Musicum 90 Chorus', 'Collegium Musicum 90', 'Richard Hickox']",-0.7058274,0.43147337,0,Calm Acoustic
"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto","['Wolfgang Amadeus Mozart', 'Matthias Kirschnereit', 'Frank Beermann']",0.3329999999999999,0.0468,-24.974,0.0394,0.982,0.917,0.205,0.123,114.529,1999,"Piano Concerto No. 18 in B-Flat Major, K. 456: II. Andante un poco sostenuto - ['Wolfgang Amadeus Mozart', 'Matthias Kirschnereit', 'Frank Beermann']",-0.99508953,-0.12481825,6,Ambient / Classical
Do You Hear What I Hear?,"['The City of Prague Philharmonic Orchestra', 'Crouch End Festival Chorus']",0.357,0.327,-12.92,0.0299,0.767,1.88e-05,0.0779,0.175,107.735,2000,"Do You Hear What I Hear? - ['The City of Prague Philharmonic Orchestra', 'Crouch End Festival Chorus']",-0.67700225,0.08126251,0,Calm Acoustic
Best Thing,['La Kidda'],0.748,0.45,-9.253,0.0668,0.151,0.000535,0.321,0.66,119.837,2003,Best Thing - ['La Kidda'],0.5876686,0.51028866,2,Dance Pop
Mack Daddy Olongpre,['Mannequin Lung'],0.7979999999999999,0.968,-9.441,0.0614,0.0845,0.8590000000000001,0.095,0.414,127.059,2015,Mack Daddy Olongpre - ['Mannequin Lung'],0.44159126,-0.23296124,3,Instrumental Energy
Knight Rider End Title,['Stu Phillips'],0.5770000000000001,0.823,-10.799,0.045,0.0746,0.888,0.243,0.74,115.519,2005,Knight Rider End Title - ['Stu Phillips'],0.3977751,-0.20657493,3,Instrumental Energy
Toe in the water - impro,['David W Solomons'],0.281,0.122,-19.631,0.0331,0.97,0.966,0.11,0.0784,95.131,2010,Toe in the water - impro - ['David W Solomons'],-0.975832,-0.23018782,6,Ambient / Classical
Myxomatosis,['Flux of Pink Indians'],0.471,0.94,-11.581,0.0397,0.000254,0.0071099999999999,0.0883,0.728,164.824,1997,Myxomatosis - ['Flux of Pink Indians'],0.6101866,-0.090296894,1,Energetic Electronic
"City Song Part 2 (Peace, Love and Harmony)",['Eli Escobar'],0.833,0.784,-9.726,0.0506,1.98e-05,0.708,0.294,0.895,122.003,2018,"City Song Part 2 (Peace, Love and Harmony) - ['Eli Escobar']",0.5850465,0.11058414,3,Instrumental Energy
Sould of 8 Seconds,['The Plastic Noise Experience'],0.711,0.727,-9.179,0.0553,0.0555,0.314,0.123,0.7929999999999999,120.226,2006,Sould of 8 Seconds - ['The Plastic Noise Experience'],0.72991365,0.28782964,2,Dance Pop
Riptide (Album Mix) [feat. Gaida],"['RhythmDB', 'Gaida']",0.675,0.8240000000000001,-5.468999999999999,0.0538,0.429,0.0477,0.109,0.606,100.005,2013,"Riptide (Album Mix) [feat. Gaida] - ['RhythmDB', 'Gaida']",0.6648417,0.3575769,2,Dance Pop
Chemistry,['The Adored'],0.37,0.932,-4.418,0.109,5.870000000000001e-05,0.0285,0.0726,0.3939999999999999,170.037,2006,Chemistry - ['The Adored'],0.6034932,-0.47444004,1,Energetic Electronic
Railroad Bill,['Taj Mahal'],0.47,0.283,-15.601,0.0723,0.903,0.728,0.093,0.62,102.206,2005,Railroad Bill - ['Taj Mahal'],-0.7096796,0.32959884,6,Ambient / Classical
Space Deliria 2000,['Bjørn Lynne'],0.513,0.638,-12.763,0.0305,0.0036299999999999,0.46,0.0758,0.13,102.008,2000,Space Deliria 2000 - ['Bjørn Lynne'],-0.025890024,-0.44617236,5,Dark Electronic Instrumental
Dies est laetitiae (Adam von Fulda),"['Anonymous', 'Retrover Ensemble', 'Markus Tapio']",0.161,0.0154,-27.933000000000003,0.0421,0.988,0.00013,0.0977,0.129,86.219,1998,"Dies est laetitiae (Adam von Fulda) - ['Anonymous', 'Retrover Ensemble', 'Markus Tapio']",-0.89834917,0.09605675,0,Calm Acoustic
Чувствуй темп,['OFFMi'],0.879,0.6409999999999999,-6.428999999999999,0.135,0.0509,0.0,0.069,0.524,96.978,2018,Чувствуй темп - ['OFFMi'],0.61227757,0.36375314,2,Dance Pop
Tradewinds,['The Hot Nut Riveters'],0.5770000000000001,0.375,-8.645,0.0258,0.835,0.000224,0.0946,0.599,110.292,2014,Tradewinds - ['The Hot Nut Riveters'],-0.07185835,0.70049316,4,Acoustic Pop
Destiny,['JPRO'],0.85,0.477,-9.127,0.276,0.022,0.0,0.18,0.419,155.066,2018,Destiny - ['JPRO'],0.5045442,0.13584948,2,Dance Pop
False from True,['Mary Gauthier'],0.49,0.203,-14.849,0.0321,0.848,0.000377,0.133,0.302,142.505,2014,False from True - ['Mary Gauthier'],-0.5526558,0.2511267,0,Calm Acoustic
"Kylie from Connecticut - Live at State Theatre, Detroit, MI - October 2008",['Ben Folds'],0.3979999999999999,0.499,-7.367000000000001,0.0294,0.583,0.000294,0.942,0.267,128.303,2009,"Kylie from Connecticut - Live at State Theatre, Detroit, MI - October 2008 - ['Ben Folds']",0.016712558,-0.2263025,7,Live Performances
Mister Sandman,['The Four Aces'],0.4270000000000001,0.237,-19.242,0.0445,0.7929999999999999,6.27e-06,0.11,0.759,205.636,2006,Mister Sandman - ['The Four Aces'],-0.1750493,0.21148235,4,Acoustic Pop
"It Isn't, It Wasn't, It Ain't Never Gonna Be (with Whitney Houston)","['Aretha Franklin', 'Whitney Houston']",0.745,0.8109999999999999,-10.608,0.113,0.2269999999999999,0.0,0.452,0.7659999999999999,118.798,1989,"It Isn't, It Wasn't, It Ain't Never Gonna Be (with Whitney Houston) - ['Aretha Franklin', 'Whitney Houston']",0.5610467,0.33743244,7,Live Performances
